symbol,date,price
VegA,2012-06-23 21:30:59 UTC,608
VegB,2012-06-23 21:30:59 UTC,182
VegC,2012-06-23 21:30:59 UTC,2
VegD,2012-06-23 21:30:59 UTC,14
VegA,2012-06-23 21:31:09 UTC,608
VegB,2012-06-23 21:31:09 UTC,182
VegC,2012-06-23 21:31:09 UTC,2
VegD,2012-06-23 21:31:09 UTC,14
VegA,2012-06-23 21:31:19 UTC,608
VegB,2012-06-23 21:31:19 UTC,182
VegC,2012-06-23 21:31:19 UTC,1
VegD,2012-06-23 21:31:19 UTC,14
VegA,2012-06-23 21:31:29 UTC,608
VegB,2012-06-23 21:31:29 UTC,182
VegC,2012-06-23 21:31:29 UTC,1
VegD,2012-06-23 21:31:29 UTC,15
VegA,2012-06-23 21:31:39 UTC,607
VegB,2012-06-23 21:31:39 UTC,182
VegC,2012-06-23 21:31:39 UTC,2
VegD,2012-06-23 21:31:39 UTC,14
VegA,2012-06-23 21:31:49 UTC,608
VegB,2012-06-23 21:31:49 UTC,182
VegC,2012-06-23 21:31:49 UTC,2
VegD,2012-06-23 21:31:49 UTC,15
VegA,2012-06-23 21:31:59 UTC,607
VegB,2012-06-23 21:31:59 UTC,182
VegC,2012-06-23 21:31:59 UTC,1
VegD,2012-06-23 21:31:59 UTC,14
VegA,2012-06-23 21:32:09 UTC,608
VegB,2012-06-23 21:32:09 UTC,182
VegC,2012-06-23 21:32:09 UTC,1
VegD,2012-06-23 21:32:09 UTC,14
VegA,2012-06-23 21:32:19 UTC,607
VegB,2012-06-23 21:32:19 UTC,182
VegC,2012-06-23 21:32:19 UTC,1
VegD,2012-06-23 21:32:19 UTC,15
VegA,2012-06-23 21:32:29 UTC,608
VegB,2012-06-23 21:32:29 UTC,182
VegC,2012-06-23 21:32:29 UTC,1
VegD,2012-06-23 21:32:29 UTC,15
VegA,2012-06-23 21:32:39 UTC,608
VegB,2012-06-23 21:32:39 UTC,182
VegC,2012-06-23 21:32:39 UTC,2
VegD,2012-06-23 21:32:39 UTC,14
VegA,2012-06-23 21:32:49 UTC,608
VegB,2012-06-23 21:32:49 UTC,180
VegC,2012-06-23 21:32:49 UTC,1
VegD,2012-06-23 21:32:49 UTC,15
VegA,2012-06-23 21:32:59 UTC,608
VegB,2012-06-23 21:32:59 UTC,183
VegC,2012-06-23 21:32:59 UTC,1
VegD,2012-06-23 21:32:59 UTC,14
VegA,2012-06-23 21:33:09 UTC,608
VegB,2012-06-23 21:33:09 UTC,182
VegC,2012-06-23 21:33:09 UTC,2
VegD,2012-06-23 21:33:09 UTC,15
VegA,2012-06-23 21:33:19 UTC,607
VegB,2012-06-23 21:33:19 UTC,182
VegC,2012-06-23 21:33:19 UTC,1
VegD,2012-06-23 21:33:19 UTC,14
VegA,2012-06-23 21:33:29 UTC,607
VegB,2012-06-23 21:33:29 UTC,182
VegC,2012-06-23 21:33:29 UTC,2
VegD,2012-06-23 21:33:29 UTC,14
VegA,2012-06-23 21:33:39 UTC,607
VegB,2012-06-23 21:33:39 UTC,183
VegC,2012-06-23 21:33:39 UTC,1
VegD,2012-06-23 21:33:39 UTC,14
VegA,2012-06-23 21:33:49 UTC,606
VegB,2012-06-23 21:33:49 UTC,182
VegC,2012-06-23 21:33:49 UTC,1
VegD,2012-06-23 21:33:49 UTC,14
VegA,2012-06-23 21:33:59 UTC,608
VegB,2012-06-23 21:33:59 UTC,182
VegC,2012-06-23 21:33:59 UTC,0
VegD,2012-06-23 21:33:59 UTC,14
VegA,2012-06-23 21:34:09 UTC,607
VegB,2012-06-23 21:34:09 UTC,183
VegC,2012-06-23 21:34:09 UTC,1
VegD,2012-06-23 21:34:09 UTC,14
VegA,2012-06-23 21:34:19 UTC,608
VegB,2012-06-23 21:34:19 UTC,183
VegC,2012-06-23 21:34:19 UTC,1
VegD,2012-06-23 21:34:19 UTC,15
VegA,2012-06-23 21:34:29 UTC,608
VegB,2012-06-23 21:34:29 UTC,182
VegC,2012-06-23 21:34:29 UTC,1
VegD,2012-06-23 21:34:29 UTC,14
VegA,2012-06-23 21:34:39 UTC,606
VegB,2012-06-23 21:34:39 UTC,182
VegC,2012-06-23 21:34:39 UTC,1
VegD,2012-06-23 21:34:39 UTC,14
VegA,2012-06-23 21:34:49 UTC,608
VegB,2012-06-23 21:34:49 UTC,183
VegC,2012-06-23 21:34:49 UTC,1
VegD,2012-06-23 21:34:49 UTC,14
VegA,2012-06-23 21:34:59 UTC,607
VegB,2012-06-23 21:34:59 UTC,182
VegC,2012-06-23 21:34:59 UTC,2
VegD,2012-06-23 21:34:59 UTC,14
VegA,2012-06-23 21:35:09 UTC,608
VegB,2012-06-23 21:35:09 UTC,183
VegC,2012-06-23 21:35:09 UTC,0
VegD,2012-06-23 21:35:09 UTC,14
VegA,2012-06-23 21:35:19 UTC,608
VegB,2012-06-23 21:35:19 UTC,182
VegC,2012-06-23 21:35:19 UTC,1
VegD,2012-06-23 21:35:20 UTC,15
VegA,2012-06-23 21:35:29 UTC,608
VegB,2012-06-23 21:35:30 UTC,183
VegC,2012-06-23 21:35:30 UTC,2
VegD,2012-06-23 21:35:30 UTC,14
VegA,2012-06-23 21:35:40 UTC,607
VegB,2012-06-23 21:35:40 UTC,183
VegC,2012-06-23 21:35:40 UTC,1
VegD,2012-06-23 21:35:40 UTC,14
VegA,2012-06-23 21:35:50 UTC,608
VegB,2012-06-23 21:35:50 UTC,183
VegC,2012-06-23 21:35:50 UTC,1
VegD,2012-06-23 21:35:50 UTC,14
VegA,2012-06-23 21:36:00 UTC,608
VegB,2012-06-23 21:36:00 UTC,183
VegC,2012-06-23 21:36:00 UTC,1
VegD,2012-06-23 21:36:00 UTC,14
VegA,2012-06-23 21:36:10 UTC,608
VegB,2012-06-23 21:36:10 UTC,182
VegC,2012-06-23 21:36:10 UTC,2
VegD,2012-06-23 21:36:10 UTC,15
VegA,2012-06-23 21:36:20 UTC,608
VegB,2012-06-23 21:36:20 UTC,182
VegC,2012-06-23 21:36:20 UTC,1
VegD,2012-06-23 21:36:20 UTC,14
VegA,2012-06-23 21:36:30 UTC,608
VegB,2012-06-23 21:36:30 UTC,183
VegC,2012-06-23 21:36:30 UTC,1
VegD,2012-06-23 21:36:30 UTC,14
VegA,2012-06-23 21:36:40 UTC,607
VegB,2012-06-23 21:36:40 UTC,183
VegC,2012-06-23 21:36:40 UTC,1
VegD,2012-06-23 21:36:40 UTC,14
VegA,2012-06-23 21:36:50 UTC,608
VegB,2012-06-23 21:36:50 UTC,182
VegC,2012-06-23 21:36:50 UTC,1
VegD,2012-06-23 21:36:50 UTC,15
VegA,2012-06-23 21:37:00 UTC,608
VegB,2012-06-23 21:37:00 UTC,182
VegC,2012-06-23 21:37:00 UTC,1
VegD,2012-06-23 21:37:00 UTC,14
VegA,2012-06-23 21:37:10 UTC,608
VegB,2012-06-23 21:37:10 UTC,183
VegC,2012-06-23 21:37:10 UTC,1
VegD,2012-06-23 21:37:10 UTC,14
VegA,2012-06-23 21:37:20 UTC,607
VegB,2012-06-23 21:37:20 UTC,183
VegC,2012-06-23 21:37:20 UTC,2
VegD,2012-06-23 21:37:20 UTC,15
VegA,2012-06-23 21:37:30 UTC,608
VegB,2012-06-23 21:37:30 UTC,183
VegC,2012-06-23 21:37:30 UTC,1
VegD,2012-06-23 21:37:30 UTC,14
VegA,2012-06-23 21:37:40 UTC,608
VegB,2012-06-23 21:37:40 UTC,183
VegC,2012-06-23 21:37:40 UTC,1
VegD,2012-06-23 21:37:40 UTC,15
VegA,2012-06-23 21:37:50 UTC,608
VegB,2012-06-23 21:37:50 UTC,183
VegC,2012-06-23 21:37:50 UTC,1
VegD,2012-06-23 21:37:50 UTC,14
VegA,2012-06-23 21:38:00 UTC,608
VegB,2012-06-23 21:38:00 UTC,182
VegC,2012-06-23 21:38:00 UTC,1
VegD,2012-06-23 21:38:00 UTC,14
VegA,2012-06-23 21:38:10 UTC,608
VegB,2012-06-23 21:38:10 UTC,183
VegC,2012-06-23 21:38:10 UTC,2
VegD,2012-06-23 21:38:10 UTC,14
VegA,2012-06-23 21:38:20 UTC,608
VegB,2012-06-23 21:38:20 UTC,183
VegC,2012-06-23 21:38:20 UTC,1
VegD,2012-06-23 21:38:20 UTC,14
VegA,2012-06-23 21:38:30 UTC,608
VegB,2012-06-23 21:38:30 UTC,183
VegC,2012-06-23 21:38:30 UTC,1
VegD,2012-06-23 21:38:30 UTC,14
VegA,2012-06-23 21:38:40 UTC,608
VegB,2012-06-23 21:38:40 UTC,183
VegC,2012-06-23 21:38:40 UTC,1
VegD,2012-06-23 21:38:40 UTC,14
VegA,2012-06-23 21:38:50 UTC,608
VegB,2012-06-23 21:38:50 UTC,182
VegC,2012-06-23 21:38:50 UTC,2
VegD,2012-06-23 21:38:50 UTC,14
VegA,2012-06-23 21:39:00 UTC,608
VegB,2012-06-23 21:39:00 UTC,182
VegC,2012-06-23 21:39:00 UTC,1
VegD,2012-06-23 21:39:00 UTC,14
VegA,2012-06-23 21:39:10 UTC,608
VegB,2012-06-23 21:39:10 UTC,182
VegC,2012-06-23 21:39:10 UTC,1
VegD,2012-06-23 21:39:10 UTC,15
VegA,2012-06-23 21:39:20 UTC,608
VegB,2012-06-23 21:39:20 UTC,182
VegC,2012-06-23 21:39:20 UTC,0
VegD,2012-06-23 21:39:20 UTC,14
VegA,2012-06-23 21:39:30 UTC,607
VegB,2012-06-23 21:39:30 UTC,182
VegC,2012-06-23 21:39:30 UTC,1
VegD,2012-06-23 21:39:30 UTC,14
VegA,2012-06-23 21:39:40 UTC,607
VegB,2012-06-23 21:39:40 UTC,183
VegC,2012-06-23 21:39:40 UTC,1
VegD,2012-06-23 21:39:40 UTC,14
VegA,2012-06-23 21:39:50 UTC,608
VegB,2012-06-23 21:39:50 UTC,183
VegC,2012-06-23 21:39:50 UTC,1
VegD,2012-06-23 21:39:50 UTC,14
VegA,2012-06-23 21:40:00 UTC,608
VegB,2012-06-23 21:40:00 UTC,182
VegC,2012-06-23 21:40:00 UTC,1
VegD,2012-06-23 21:40:00 UTC,14
VegA,2012-06-23 21:40:10 UTC,607
VegB,2012-06-23 21:40:10 UTC,182
VegC,2012-06-23 21:40:10 UTC,1
VegD,2012-06-23 21:40:10 UTC,15
VegA,2012-06-23 21:40:20 UTC,608
VegB,2012-06-23 21:40:20 UTC,182
VegC,2012-06-23 21:40:20 UTC,1
VegD,2012-06-23 21:40:20 UTC,15
VegA,2012-06-23 21:40:30 UTC,607
VegB,2012-06-23 21:40:30 UTC,183
VegC,2012-06-23 21:40:30 UTC,1
VegD,2012-06-23 21:40:30 UTC,14
VegA,2012-06-23 21:40:40 UTC,607
VegB,2012-06-23 21:40:40 UTC,183
VegC,2012-06-23 21:40:40 UTC,1
VegD,2012-06-23 21:40:40 UTC,15
VegA,2012-06-23 21:40:50 UTC,607
VegB,2012-06-23 21:40:50 UTC,183
VegC,2012-06-23 21:40:50 UTC,2
VegD,2012-06-23 21:40:50 UTC,14
VegA,2012-06-23 21:41:00 UTC,608
VegB,2012-06-23 21:41:00 UTC,182
VegC,2012-06-23 21:41:00 UTC,1
VegD,2012-06-23 21:41:00 UTC,14
VegA,2012-06-23 21:41:10 UTC,608
VegB,2012-06-23 21:41:10 UTC,183
VegC,2012-06-23 21:41:10 UTC,2
VegD,2012-06-23 21:41:10 UTC,14
VegA,2012-06-23 21:41:20 UTC,608
VegB,2012-06-23 21:41:20 UTC,182
VegC,2012-06-23 21:41:20 UTC,1
VegD,2012-06-23 21:41:20 UTC,14
VegA,2012-06-23 21:41:30 UTC,608
VegB,2012-06-23 21:41:30 UTC,183
VegC,2012-06-23 21:41:30 UTC,1
VegD,2012-06-23 21:41:30 UTC,13
VegA,2012-06-23 21:41:40 UTC,608
VegB,2012-06-23 21:41:40 UTC,182
VegC,2012-06-23 21:41:40 UTC,3
VegD,2012-06-23 21:41:40 UTC,15
VegA,2012-06-23 21:41:50 UTC,608
VegB,2012-06-23 21:41:50 UTC,183
VegC,2012-06-23 21:41:50 UTC,1
VegD,2012-06-23 21:41:50 UTC,15
VegA,2012-06-23 21:42:00 UTC,608
VegB,2012-06-23 21:42:00 UTC,182
VegC,2012-06-23 21:42:00 UTC,1
VegD,2012-06-23 21:42:00 UTC,14
VegA,2012-06-23 21:42:10 UTC,608
VegB,2012-06-23 21:42:10 UTC,183
VegC,2012-06-23 21:42:10 UTC,1
VegD,2012-06-23 21:42:10 UTC,15
VegA,2012-06-23 21:42:20 UTC,608
VegB,2012-06-23 21:42:20 UTC,183
VegC,2012-06-23 21:42:20 UTC,1
VegD,2012-06-23 21:42:20 UTC,15
VegA,2012-06-23 21:42:30 UTC,607
VegB,2012-06-23 21:42:30 UTC,182
VegC,2012-06-23 21:42:30 UTC,1
VegD,2012-06-23 21:42:30 UTC,14
VegA,2012-06-23 21:42:40 UTC,608
VegB,2012-06-23 21:42:40 UTC,182
VegC,2012-06-23 21:42:40 UTC,1
VegD,2012-06-23 21:42:40 UTC,14
VegA,2012-06-23 21:42:50 UTC,608
VegB,2012-06-23 21:42:50 UTC,182
VegC,2012-06-23 21:42:50 UTC,1
VegD,2012-06-23 21:42:50 UTC,14
VegA,2012-06-23 21:43:00 UTC,608
VegB,2012-06-23 21:43:00 UTC,182
VegC,2012-06-23 21:43:00 UTC,0
VegD,2012-06-23 21:43:00 UTC,14
VegA,2012-06-23 21:43:10 UTC,606
VegB,2012-06-23 21:43:10 UTC,183
VegC,2012-06-23 21:43:10 UTC,1
VegD,2012-06-23 21:43:10 UTC,14
VegA,2012-06-23 21:43:20 UTC,607
VegB,2012-06-23 21:43:20 UTC,182
VegC,2012-06-23 21:43:20 UTC,1
VegD,2012-06-23 21:43:20 UTC,14
VegA,2012-06-23 21:43:30 UTC,608
VegB,2012-06-23 21:43:30 UTC,182
VegC,2012-06-23 21:43:30 UTC,1
VegD,2012-06-23 21:43:30 UTC,14
VegA,2012-06-23 21:43:40 UTC,608
VegB,2012-06-23 21:43:40 UTC,183
VegC,2012-06-23 21:43:40 UTC,2
VegD,2012-06-23 21:43:40 UTC,14
VegA,2012-06-23 21:43:50 UTC,608
VegB,2012-06-23 21:43:50 UTC,183
VegC,2012-06-23 21:43:50 UTC,2
VegD,2012-06-23 21:43:50 UTC,14
VegA,2012-06-23 21:44:00 UTC,608
VegB,2012-06-23 21:44:00 UTC,182
VegC,2012-06-23 21:44:00 UTC,1
VegD,2012-06-23 21:44:00 UTC,15
VegA,2012-06-23 21:44:10 UTC,608
VegB,2012-06-23 21:44:10 UTC,183
VegC,2012-06-23 21:44:10 UTC,1
VegD,2012-06-23 21:44:10 UTC,15
VegA,2012-06-23 21:44:20 UTC,608
VegB,2012-06-23 21:44:20 UTC,182
VegC,2012-06-23 21:44:20 UTC,2
VegD,2012-06-23 21:44:20 UTC,15
VegA,2012-06-23 21:44:30 UTC,607
VegB,2012-06-23 21:44:30 UTC,182
VegC,2012-06-23 21:44:30 UTC,1
VegD,2012-06-23 21:44:30 UTC,14
VegA,2012-06-23 21:44:40 UTC,608
VegB,2012-06-23 21:44:40 UTC,182
VegC,2012-06-23 21:44:40 UTC,1
VegD,2012-06-23 21:44:40 UTC,14
VegA,2012-06-23 21:44:50 UTC,607
VegB,2012-06-23 21:44:50 UTC,183
VegC,2012-06-23 21:44:50 UTC,1
VegD,2012-06-23 21:44:50 UTC,14
VegA,2012-06-23 21:45:00 UTC,608
VegB,2012-06-23 21:45:00 UTC,182
VegC,2012-06-23 21:45:00 UTC,1
VegD,2012-06-23 21:45:00 UTC,14
VegA,2012-06-23 21:45:10 UTC,607
VegB,2012-06-23 21:45:10 UTC,183
VegC,2012-06-23 21:45:10 UTC,2
VegD,2012-06-23 21:45:11 UTC,15
VegA,2012-06-23 21:45:20 UTC,608
VegB,2012-06-23 21:45:21 UTC,183
VegC,2012-06-23 21:45:21 UTC,1
VegD,2012-06-23 21:45:21 UTC,14
VegA,2012-06-23 21:45:31 UTC,608
VegB,2012-06-23 21:45:31 UTC,181
VegC,2012-06-23 21:45:31 UTC,1
VegD,2012-06-23 21:45:31 UTC,14
VegA,2012-06-23 21:45:41 UTC,608
VegB,2012-06-23 21:45:41 UTC,182
VegC,2012-06-23 21:45:41 UTC,1
VegD,2012-06-23 21:45:41 UTC,14
VegA,2012-06-23 21:45:51 UTC,608
VegB,2012-06-23 21:45:51 UTC,182
VegC,2012-06-23 21:45:51 UTC,1
VegD,2012-06-23 21:45:51 UTC,14
VegA,2012-06-23 21:46:01 UTC,608
VegB,2012-06-23 21:46:01 UTC,183
VegC,2012-06-23 21:46:01 UTC,1
VegD,2012-06-23 21:46:01 UTC,14
VegA,2012-06-23 21:46:11 UTC,608
VegB,2012-06-23 21:46:11 UTC,183
VegC,2012-06-23 21:46:11 UTC,3
VegD,2012-06-23 21:46:11 UTC,14
VegA,2012-06-23 21:46:21 UTC,608
VegB,2012-06-23 21:46:21 UTC,182
VegC,2012-06-23 21:46:21 UTC,1
VegD,2012-06-23 21:46:21 UTC,14
VegA,2012-06-23 21:46:31 UTC,608
VegB,2012-06-23 21:46:31 UTC,183
VegC,2012-06-23 21:46:31 UTC,1
VegD,2012-06-23 21:46:31 UTC,14
VegA,2012-06-23 21:46:41 UTC,608
VegB,2012-06-23 21:46:41 UTC,182
VegC,2012-06-23 21:46:41 UTC,1
VegD,2012-06-23 21:46:41 UTC,14
VegA,2012-06-23 21:46:51 UTC,608
VegB,2012-06-23 21:46:51 UTC,182
VegC,2012-06-23 21:46:51 UTC,1
VegD,2012-06-23 21:46:51 UTC,15
VegA,2012-06-23 21:47:01 UTC,608
VegB,2012-06-23 21:47:01 UTC,182
VegC,2012-06-23 21:47:01 UTC,0
VegD,2012-06-23 21:47:01 UTC,14
VegA,2012-06-23 21:47:11 UTC,608
VegB,2012-06-23 21:47:11 UTC,182
VegC,2012-06-23 21:47:11 UTC,2
VegD,2012-06-23 21:47:11 UTC,14
VegA,2012-06-23 21:47:21 UTC,608
VegB,2012-06-23 21:47:21 UTC,182
VegC,2012-06-23 21:47:21 UTC,2
VegD,2012-06-23 21:47:21 UTC,14
VegA,2012-06-23 21:47:31 UTC,608
VegB,2012-06-23 21:47:31 UTC,182
VegC,2012-06-23 21:47:31 UTC,1
VegD,2012-06-23 21:47:31 UTC,14
VegA,2012-06-23 21:47:41 UTC,608
VegB,2012-06-23 21:47:41 UTC,182
VegC,2012-06-23 21:47:41 UTC,1
VegD,2012-06-23 21:47:41 UTC,14
VegA,2012-06-23 21:47:51 UTC,608
VegB,2012-06-23 21:47:51 UTC,182
VegC,2012-06-23 21:47:51 UTC,1
VegD,2012-06-23 21:47:51 UTC,14
VegA,2012-06-23 21:48:01 UTC,607
VegB,2012-06-23 21:48:01 UTC,182
VegC,2012-06-23 21:48:01 UTC,1
VegD,2012-06-23 21:48:01 UTC,15
VegA,2012-06-23 21:48:11 UTC,608
VegB,2012-06-23 21:48:11 UTC,183
VegC,2012-06-23 21:48:11 UTC,1
VegD,2012-06-23 21:48:11 UTC,15
VegA,2012-06-23 21:48:21 UTC,607
VegB,2012-06-23 21:48:21 UTC,183
VegC,2012-06-23 21:48:21 UTC,1
VegD,2012-06-23 21:48:21 UTC,15
VegA,2012-06-23 21:48:31 UTC,608
VegB,2012-06-23 21:48:31 UTC,183
VegC,2012-06-23 21:48:31 UTC,1
VegD,2012-06-23 21:48:31 UTC,14
VegA,2012-06-23 21:48:41 UTC,608
VegB,2012-06-23 21:48:41 UTC,183
VegC,2012-06-23 21:48:41 UTC,1
VegD,2012-06-23 21:48:41 UTC,14
VegA,2012-06-23 21:48:51 UTC,608
VegB,2012-06-23 21:48:51 UTC,183
VegC,2012-06-23 21:48:51 UTC,4
VegD,2012-06-23 21:48:51 UTC,14
VegA,2012-06-23 21:49:01 UTC,608
VegB,2012-06-23 21:49:01 UTC,182
VegC,2012-06-23 21:49:01 UTC,1
VegD,2012-06-23 21:49:01 UTC,15
VegA,2012-06-23 21:49:11 UTC,608
VegB,2012-06-23 21:49:11 UTC,183
VegC,2012-06-23 21:49:11 UTC,0
VegD,2012-06-23 21:49:11 UTC,15
VegA,2012-06-23 21:49:21 UTC,608
VegB,2012-06-23 21:49:21 UTC,183
VegC,2012-06-23 21:49:21 UTC,1
VegD,2012-06-23 21:49:21 UTC,15
VegA,2012-06-23 21:49:31 UTC,608
VegB,2012-06-23 21:49:31 UTC,183
VegC,2012-06-23 21:49:31 UTC,1
VegD,2012-06-23 21:49:31 UTC,15
VegA,2012-06-23 21:49:41 UTC,608
VegB,2012-06-23 21:49:41 UTC,183
VegC,2012-06-23 21:49:41 UTC,1
VegD,2012-06-23 21:49:41 UTC,15
VegA,2012-06-23 21:49:51 UTC,608
VegB,2012-06-23 21:49:51 UTC,183
VegC,2012-06-23 21:49:51 UTC,2
VegD,2012-06-23 21:49:51 UTC,14
VegA,2012-06-23 21:50:01 UTC,608
VegB,2012-06-23 21:50:01 UTC,183
VegC,2012-06-23 21:50:01 UTC,1
VegD,2012-06-23 21:50:01 UTC,14
VegA,2012-06-23 21:50:11 UTC,608
VegB,2012-06-23 21:50:11 UTC,183
VegC,2012-06-23 21:50:11 UTC,1
VegD,2012-06-23 21:50:11 UTC,14
VegA,2012-06-23 21:50:21 UTC,608
VegB,2012-06-23 21:50:21 UTC,183
VegC,2012-06-23 21:50:21 UTC,1
VegD,2012-06-23 21:50:21 UTC,15
VegA,2012-06-23 21:50:31 UTC,608
VegB,2012-06-23 21:50:31 UTC,184
VegC,2012-06-23 21:50:31 UTC,1
VegD,2012-06-23 21:50:31 UTC,14
VegA,2012-06-23 21:50:41 UTC,608
VegB,2012-06-23 21:50:41 UTC,183
VegC,2012-06-23 21:50:41 UTC,1
VegD,2012-06-23 21:50:41 UTC,14
VegA,2012-06-23 21:50:51 UTC,608
VegB,2012-06-23 21:50:51 UTC,183
VegC,2012-06-23 21:50:51 UTC,1
VegD,2012-06-23 21:50:51 UTC,14
VegA,2012-06-23 21:51:01 UTC,608
VegB,2012-06-23 21:51:01 UTC,182
VegC,2012-06-23 21:51:01 UTC,1
VegD,2012-06-23 21:51:01 UTC,14
VegA,2012-06-23 21:51:11 UTC,608
VegB,2012-06-23 21:51:11 UTC,183
VegC,2012-06-23 21:51:11 UTC,1
VegD,2012-06-23 21:51:11 UTC,13
VegA,2012-06-23 21:51:21 UTC,608
VegB,2012-06-23 21:51:21 UTC,182
VegC,2012-06-23 21:51:21 UTC,1
VegD,2012-06-23 21:51:21 UTC,14
VegA,2012-06-23 21:51:31 UTC,608
VegB,2012-06-23 21:51:31 UTC,182
VegC,2012-06-23 21:51:31 UTC,1
VegD,2012-06-23 21:51:31 UTC,14
VegA,2012-06-23 21:51:41 UTC,608
VegB,2012-06-23 21:51:41 UTC,182
VegC,2012-06-23 21:51:41 UTC,1
VegD,2012-06-23 21:51:41 UTC,14
VegA,2012-06-23 21:51:51 UTC,606
VegB,2012-06-23 21:51:51 UTC,183
VegC,2012-06-23 21:51:51 UTC,1
VegD,2012-06-23 21:51:51 UTC,14
VegA,2012-06-23 21:52:01 UTC,608
VegB,2012-06-23 21:52:01 UTC,182
VegC,2012-06-23 21:52:01 UTC,1
VegD,2012-06-23 21:52:01 UTC,14
VegA,2012-06-23 21:52:11 UTC,608
VegB,2012-06-23 21:52:11 UTC,183
VegC,2012-06-23 21:52:11 UTC,1
VegD,2012-06-23 21:52:11 UTC,14
VegA,2012-06-23 21:52:21 UTC,608
VegB,2012-06-23 21:52:21 UTC,183
VegC,2012-06-23 21:52:21 UTC,1
VegD,2012-06-23 21:52:21 UTC,14
VegA,2012-06-23 21:52:31 UTC,608
VegB,2012-06-23 21:52:31 UTC,183
VegC,2012-06-23 21:52:31 UTC,1
VegD,2012-06-23 21:52:31 UTC,15
VegA,2012-06-23 21:52:41 UTC,608
VegB,2012-06-23 21:52:41 UTC,183
VegC,2012-06-23 21:52:41 UTC,1
VegD,2012-06-23 21:52:41 UTC,15
VegA,2012-06-23 21:52:51 UTC,607
VegB,2012-06-23 21:52:51 UTC,182
VegC,2012-06-23 21:52:51 UTC,2
VegD,2012-06-23 21:52:51 UTC,14
VegA,2012-06-23 21:53:01 UTC,608
VegB,2012-06-23 21:53:01 UTC,183
VegC,2012-06-23 21:53:01 UTC,1
VegD,2012-06-23 21:53:01 UTC,14
VegA,2012-06-23 21:53:11 UTC,608
VegB,2012-06-23 21:53:11 UTC,183
VegC,2012-06-23 21:53:11 UTC,3
VegD,2012-06-23 21:53:11 UTC,14
VegA,2012-06-23 21:53:21 UTC,608
VegB,2012-06-23 21:53:21 UTC,183
VegC,2012-06-23 21:53:21 UTC,1
VegD,2012-06-23 21:53:21 UTC,14
VegA,2012-06-23 21:53:31 UTC,608
VegB,2012-06-23 21:53:31 UTC,183
VegC,2012-06-23 21:53:31 UTC,1
VegD,2012-06-23 21:53:31 UTC,14
VegA,2012-06-23 21:53:41 UTC,608
VegB,2012-06-23 21:53:41 UTC,183
VegC,2012-06-23 21:53:41 UTC,1
VegD,2012-06-23 21:53:41 UTC,15
VegA,2012-06-23 21:53:51 UTC,608
VegB,2012-06-23 21:53:51 UTC,182
VegC,2012-06-23 21:53:51 UTC,0
VegD,2012-06-23 21:53:51 UTC,14
VegA,2012-06-23 21:54:01 UTC,608
VegB,2012-06-23 21:54:01 UTC,182
VegC,2012-06-23 21:54:01 UTC,1
VegD,2012-06-23 21:54:01 UTC,14
VegA,2012-06-23 21:54:11 UTC,608
VegB,2012-06-23 21:54:11 UTC,183
VegC,2012-06-23 21:54:11 UTC,1
VegD,2012-06-23 21:54:11 UTC,14
VegA,2012-06-23 21:54:21 UTC,608
VegB,2012-06-23 21:54:21 UTC,183
VegC,2012-06-23 21:54:21 UTC,1
VegD,2012-06-23 21:54:21 UTC,14
VegA,2012-06-23 21:54:31 UTC,607
VegB,2012-06-23 21:54:31 UTC,183
VegC,2012-06-23 21:54:31 UTC,1
VegD,2012-06-23 21:54:31 UTC,14
VegA,2012-06-23 21:54:41 UTC,607
VegB,2012-06-23 21:54:41 UTC,183
VegC,2012-06-23 21:54:41 UTC,1
VegD,2012-06-23 21:54:41 UTC,14
VegA,2012-06-23 21:54:51 UTC,608
VegB,2012-06-23 21:54:51 UTC,183
VegC,2012-06-23 21:54:51 UTC,0
VegD,2012-06-23 21:54:51 UTC,15
VegA,2012-06-23 21:55:01 UTC,608
VegB,2012-06-23 21:55:01 UTC,183
VegC,2012-06-23 21:55:01 UTC,2
VegD,2012-06-23 21:55:01 UTC,14
VegA,2012-06-23 21:55:11 UTC,608
VegB,2012-06-23 21:55:12 UTC,183
VegC,2012-06-23 21:55:12 UTC,0
VegD,2012-06-23 21:55:12 UTC,13
VegA,2012-06-23 21:55:22 UTC,609
VegB,2012-06-23 21:55:22 UTC,183
VegC,2012-06-23 21:55:22 UTC,1
VegD,2012-06-23 21:55:22 UTC,15
VegA,2012-06-23 21:55:32 UTC,608
VegB,2012-06-23 21:55:32 UTC,183
VegC,2012-06-23 21:55:32 UTC,1
VegD,2012-06-23 21:55:32 UTC,15
VegA,2012-06-23 21:55:42 UTC,608
VegB,2012-06-23 21:55:42 UTC,182
VegC,2012-06-23 21:55:42 UTC,1
VegD,2012-06-23 21:55:42 UTC,14
VegA,2012-06-23 21:55:52 UTC,608
VegB,2012-06-23 21:55:52 UTC,182
VegC,2012-06-23 21:55:52 UTC,1
VegD,2012-06-23 21:55:52 UTC,13
VegA,2012-06-23 21:56:02 UTC,608
VegB,2012-06-23 21:56:02 UTC,183
VegC,2012-06-23 21:56:02 UTC,2
VegD,2012-06-23 21:56:02 UTC,14
VegA,2012-06-23 21:56:12 UTC,608
VegB,2012-06-23 21:56:12 UTC,183
VegC,2012-06-23 21:56:12 UTC,2
VegD,2012-06-23 21:56:12 UTC,14
